,postcode,ruralurban,residents,males,females,household,cmmunal,students,area,densitypersons
4370,NG8  4,Total,8152.0,3911.0,4241.0,8110.0,42.0,60.0,748.27,10.9
4371,NG8  5,Total,13255.0,6395.0,6860.0,13255.0,0.0,101.0,260.82,50.8
4372,NG8  6,Total,11910.0,5538.0,6372.0,11904.0,6.0,46.0,283.71,42.0
4373,NG9  1,Total,10052.0,4984.0,5068.0,9836.0,216.0,93.0,356.25,28.2
4374,NG9  2,Total,13412.0,6758.0,6654.0,11725.0,1687.0,135.0,219.69,61.0
4375,NG9  3,Total,11156.0,5478.0,5678.0,11108.0,48.0,203.0,1144.52,9.7
4376,NG9  4,Total,5785.0,2775.0,3010.0,5743.0,42.0,70.0,159.69,36.2
4377,NG9  5,Total,8186.0,4074.0,4112.0,7943.0,243.0,137.0,268.67,30.5
4378,NG9  6,Total,9381.0,4582.0,4799.0,9303.0,78.0,143.0,723.85,13.0
4379,NG9  7,Total,6003.0,2952.0,3051.0,6003.0,0.0,69.0,165.9,36.2
4380,NG9  8,Total,9238.0,4533.0,4705.0,9210.0,28.0,60.0,262.18,35.2
4381,NN1  1,Total,1701.0,929.0,772.0,1700.0,1.0,11.0,143.52,11.9
4382,NN1  2,Total,3140.0,1683.0,1457.0,3140.0,0.0,12.0,61.49,51.1
4383,NN1  3,Total,6228.0,3330.0,2898.0,6195.0,33.0,45.0,58.45,106.6
4384,NN1  4,Total,10540.0,5292.0,5248.0,10307.0,233.0,114.0,106.17,99.3
4385,NN1  5,Total,8225.0,4291.0,3934.0,7677.0,548.0,100.0,278.01,29.6
4386,NN10 0,Total,13451.0,6647.0,6804.0,13289.0,162.0,129.0,935.91,14.4
4387,NN10 6,Total,5632.0,2763.0,2869.0,5493.0,139.0,57.0,406.25,13.9
4388,NN10 8,Total,8083.0,3988.0,4095.0,8020.0,63.0,77.0,854.76,9.5
4389,NN10 9,Total,11065.0,5450.0,5615.0,11015.0,50.0,85.0,898.58,12.3
4390,NN11 0,Total,5373.0,2666.0,2707.0,5373.0,0.0,62.0,230.21,23.3
4391,NN11 2,Total,1313.0,629.0,684.0,1313.0,0.0,42.0,2804.04,0.5
4392,NN11 3,Total,6290.0,3124.0,3166.0,6232.0,58.0,151.0,9018.15,0.7
4393,NN11 4,Total,11581.0,5681.0,5900.0,11400.0,181.0,100.0,871.11,13.3
4394,NN11 6,Total,3054.0,1522.0,1532.0,3028.0,26.0,90.0,5408.2,0.6
4395,NN11 7,Total,1759.0,862.0,897.0,1759.0,0.0,24.0,1318.26,1.3
4396,NN11 8,Total,1488.0,752.0,736.0,1488.0,0.0,20.0,190.42,7.8
4397,NN11 9,Total,6584.0,3249.0,3335.0,6584.0,0.0,45.0,177.73,37.0
4398,NN12 6,Total,7603.0,3773.0,3830.0,7570.0,33.0,120.0,1092.94,7.0
4399,NN12 7,Total,6189.0,3079.0,3110.0,6125.0,64.0,131.0,4806.34,1.3
4400,NN12 8,Total,9235.0,4650.0,4585.0,9155.0,80.0,285.0,14186.95,0.7
4401,NN13 5,Total,5528.0,2764.0,2764.0,5425.0,103.0,156.0,12922.45,0.4
4402,NN13 6,Total,10250.0,5126.0,5124.0,10146.0,104.0,195.0,1963.55,5.2
4403,NN13 7,Total,2950.0,1443.0,1507.0,2908.0,42.0,39.0,160.76,18.4
4404,NN14 1,Total,10009.0,4881.0,5128.0,9990.0,19.0,162.0,8457.58,1.2
4405,NN14 2,Total,10697.0,5251.0,5446.0,10549.0,148.0,113.0,967.53,11.1
4406,NN14 3,Total,4349.0,2175.0,2174.0,4317.0,32.0,108.0,10929.44,0.4
4407,NN14 4,Total,10520.0,5256.0,5264.0,10442.0,78.0,170.0,5264.21,2.0
4408,NN14 6,Total,7694.0,3752.0,3942.0,7688.0,6.0,83.0,1372.17,5.6
4409,NN15 5,Total,14736.0,7196.0,7540.0,14704.0,32.0,210.0,1478.11,10.0
4410,NN15 6,Total,13282.0,6476.0,6806.0,13109.0,173.0,177.0,618.09,21.5
4411,NN15 7,Total,5947.0,2927.0,3020.0,5872.0,75.0,90.0,215.86,27.6
4412,NN16 0,Total,7566.0,3706.0,3860.0,7478.0,88.0,56.0,189.06,40.0
4413,NN16 8,Total,7921.0,4037.0,3884.0,7792.0,129.0,64.0,257.26,30.8
4414,NN16 9,Total,14656.0,7223.0,7433.0,14394.0,262.0,167.0,1483.23,9.9
4415,NN17 1,Total,9666.0,4818.0,4848.0,9577.0,89.0,76.0,794.22,12.2
4416,NN17 2,Total,12295.0,6014.0,6281.0,12239.0,56.0,93.0,277.83,44.3
4417,NN17 3,Total,4163.0,2085.0,2078.0,4078.0,85.0,67.0,7794.29,0.5
4418,NN17 4,Total,585.0,274.0,311.0,585.0,0.0,2.0,186.96,3.1
4419,NN18 0,Total,8803.0,4290.0,4513.0,8792.0,11.0,81.0,213.83,41.2
4420,NN18 8,Total,14719.0,7317.0,7402.0,14669.0,50.0,135.0,2009.85,7.3
4421,NN18 9,Total,9389.0,4569.0,4820.0,9383.0,6.0,81.0,271.92,34.5
4422,NN2  6,Total,9413.0,4782.0,4631.0,9167.0,246.0,61.0,265.52,35.5
4423,NN2  7,Total,14586.0,6865.0,7721.0,13048.0,1538.0,167.0,341.71,42.7
4424,NN2  8,Total,14140.0,6893.0,7247.0,13959.0,181.0,168.0,877.66,16.1
4425,NN29 7,Total,11520.0,5717.0,5803.0,11378.0,142.0,130.0,6358.71,1.8
4426,NN3  2,Total,11653.0,5684.0,5969.0,11586.0,67.0,124.0,222.98,52.3
4427,NN3  3,Total,9133.0,4457.0,4676.0,9031.0,102.0,163.0,349.94,26.1
4428,NN3  5,Total,9237.0,4429.0,4808.0,9145.0,92.0,96.0,206.47,44.7
4429,NN3  6,Total,6916.0,3269.0,3647.0,6821.0,95.0,76.0,360.65,19.2
4430,NN3  7,Total,5931.0,2886.0,3045.0,5782.0,149.0,93.0,1112.6,5.3
4431,NN3  8,Total,16057.0,7736.0,8321.0,16009.0,48.0,142.0,401.38,40.0
4432,NN3  9,Total,9659.0,4696.0,4963.0,9651.0,8.0,114.0,584.71,16.5
4433,NN4  0,Total,10706.0,5283.0,5423.0,10631.0,75.0,169.0,476.44,22.5
4434,NN4  5,Total,4404.0,2193.0,2211.0,4342.0,62.0,57.0,218.12,20.2
4435,NN4  6,Total,10674.0,5232.0,5442.0,10650.0,24.0,153.0,844.33,12.6
4436,NN4  7,Total,642.0,313.0,329.0,642.0,0.0,13.0,366.22,1.8
4437,NN4  8,Total,14515.0,7111.0,7404.0,14485.0,30.0,102.0,609.88,23.8
4438,NN4  9,Total,5773.0,2797.0,2976.0,5773.0,0.0,106.0,389.02,14.8
4439,NN5  4,Total,4252.0,2062.0,2190.0,4208.0,44.0,25.0,554.38,7.7
4440,NN5  5,Total,7086.0,3574.0,3512.0,6973.0,113.0,29.0,229.25,30.9
4441,NN5  6,Total,15997.0,7813.0,8184.0,15915.0,82.0,153.0,387.94,41.2
4442,NN5  7,Total,10715.0,5082.0,5633.0,10592.0,123.0,66.0,526.85,20.3
4443,NN6  0,Total,7859.0,3828.0,4031.0,7833.0,26.0,133.0,4012.64,2.0
4444,NN6  6,Total,3043.0,1527.0,1516.0,3043.0,0.0,84.0,7074.61,0.4
4445,NN6  7,Total,7837.0,3879.0,3958.0,7789.0,48.0,171.0,6261.43,1.3
4446,NN6  8,Total,5329.0,2613.0,2716.0,5309.0,20.0,151.0,8437.44,0.6
4447,NN6  9,Total,9256.0,4561.0,4695.0,9058.0,198.0,234.0,11127.51,0.8
4448,NN7  1,Total,4644.0,2288.0,2356.0,4640.0,4.0,99.0,5975.24,0.8
4449,NN7  2,Total,6678.0,3302.0,3376.0,6656.0,22.0,132.0,5924.14,1.1
4450,NN7  3,Total,7891.0,3800.0,4091.0,7825.0,66.0,132.0,3939.42,2.0
4451,NN7  4,Total,8086.0,3994.0,4092.0,8086.0,0.0,137.0,7315.14,1.1
4452,NN8  1,Total,7082.0,3581.0,3501.0,7009.0,73.0,75.0,560.06,12.6
4453,NN8  2,Total,11325.0,5602.0,5723.0,11026.0,299.0,107.0,1000.08,11.3
4454,NN8  3,Total,12439.0,5929.0,6510.0,12300.0,139.0,95.0,482.97,25.8
4455,NN8  4,Total,10554.0,5182.0,5372.0,10443.0,111.0,116.0,399.1,26.4
4456,NN8  5,Total,7647.0,3781.0,3866.0,7630.0,17.0,127.0,374.85,20.4
4457,NN9  5,Total,14887.0,7394.0,7493.0,14755.0,132.0,150.0,4308.76,3.5
4458,NN9  6,Total,11390.0,5659.0,5731.0,11232.0,158.0,151.0,4408.58,2.6
4459,NR1  1,Total,4788.0,2600.0,2188.0,4692.0,96.0,37.0,186.15,25.7
4460,NR1  2,Total,8023.0,3870.0,4153.0,7962.0,61.0,87.0,239.51,33.5
4461,NR1  3,Total,4305.0,2224.0,2081.0,4216.0,89.0,34.0,86.46,49.8
4462,NR1  4,Total,7675.0,3989.0,3686.0,7245.0,430.0,55.0,223.96,34.3
4463,NR10 3,Total,10594.0,5227.0,5367.0,10435.0,159.0,99.0,3818.62,2.8
4464,NR10 4,Total,5573.0,2746.0,2827.0,5555.0,18.0,86.0,6839.72,0.8
4465,NR10 5,Total,6645.0,3625.0,3020.0,6023.0,622.0,63.0,6322.77,1.1
4466,NR11 6,Total,7772.0,3726.0,4046.0,7703.0,69.0,122.0,8226.56,0.9
4467,NR11 7,Total,2976.0,1477.0,1499.0,2976.0,0.0,59.0,7912.33,0.4
4468,NR11 8,Total,6933.0,3361.0,3572.0,6851.0,82.0,121.0,6206.79,1.1
4469,NR12 0,Total,4503.0,2215.0,2288.0,4430.0,73.0,36.0,5583.9,0.8
4470,NR12 7,Total,3427.0,1652.0,1775.0,3345.0,82.0,46.0,2796.91,1.2
4471,NR12 8,Total,6715.0,3229.0,3486.0,6550.0,165.0,74.0,6830.46,1.0
4472,NR12 9,Total,5790.0,2810.0,2980.0,5714.0,76.0,62.0,3814.77,1.5
4473,NR13 3,Total,6802.0,3332.0,3470.0,6724.0,78.0,83.0,7620.47,0.9
4474,NR13 4,Total,6925.0,3335.0,3590.0,6888.0,37.0,88.0,3352.68,2.1
4475,NR13 5,Total,7558.0,3688.0,3870.0,7398.0,160.0,105.0,2372.41,3.2
4476,NR13 6,Total,5404.0,2611.0,2793.0,5320.0,84.0,77.0,5545.26,1.0
4477,NR14 6,Total,7305.0,3561.0,3744.0,7181.0,124.0,125.0,9246.3,0.8
4478,NR14 7,Total,8272.0,4063.0,4209.0,8196.0,76.0,134.0,5231.78,1.6
4479,NR14 8,Total,8170.0,3919.0,4251.0,8114.0,56.0,160.0,5321.71,1.5
4480,NR15 1,Total,6850.0,3310.0,3540.0,6751.0,99.0,121.0,6999.51,1.0
4481,NR15 2,Total,8956.0,4436.0,4520.0,8917.0,39.0,109.0,7412.72,1.2
4482,NR16 1,Total,5532.0,2710.0,2822.0,5511.0,21.0,94.0,6756.43,0.8
4483,NR16 2,Total,6421.0,3160.0,3261.0,6275.0,146.0,93.0,9736.07,0.7
4484,NR17 1,Total,7062.0,3569.0,3493.0,6998.0,64.0,90.0,9483.06,0.7
4485,NR17 2,Total,8710.0,4246.0,4464.0,8607.0,103.0,100.0,1552.14,5.6
4486,NR18 0,Total,12223.0,5878.0,6345.0,12133.0,90.0,184.0,1880.0,6.5
4487,NR18 9,Total,5333.0,2648.0,2685.0,4638.0,695.0,106.0,7157.01,0.7
4488,NR19 1,Total,11053.0,5356.0,5697.0,10976.0,77.0,88.0,1967.32,5.6
4489,NR19 2,Total,9306.0,4548.0,4758.0,9153.0,153.0,118.0,4963.27,1.9
4490,NR2  1,Total,1114.0,556.0,558.0,1081.0,33.0,10.0,37.22,29.9
4491,NR2  2,Total,6762.0,3239.0,3523.0,6676.0,86.0,117.0,130.75,51.7
4492,NR2  3,Total,12032.0,5780.0,6252.0,11970.0,62.0,199.0,205.21,58.6
4493,NR2  4,Total,6043.0,3008.0,3035.0,6043.0,0.0,37.0,137.23,44.0
4494,NR20 3,Total,7439.0,3599.0,3840.0,7244.0,195.0,110.0,6721.73,1.1
4495,NR20 4,Total,6941.0,3510.0,3431.0,6545.0,396.0,87.0,5694.11,1.2
4496,NR20 5,Total,4951.0,2454.0,2497.0,4887.0,64.0,80.0,10290.34,0.5
4497,NR21 0,Total,3250.0,1588.0,1662.0,3247.0,3.0,65.0,10115.82,0.3
4498,NR21 7,Total,3295.0,1641.0,1654.0,3295.0,0.0,42.0,6116.4,0.5
4499,NR21 8,Total,5164.0,2448.0,2716.0,5103.0,61.0,33.0,375.08,13.8
4500,NR21 9,Total,4106.0,2015.0,2091.0,4062.0,44.0,49.0,4896.79,0.8
4501,NR22 6,Total,819.0,395.0,424.0,811.0,8.0,13.0,1897.51,0.4
4502,NR23 1,Total,3009.0,1441.0,1568.0,2965.0,44.0,41.0,6693.54,0.4
4503,NR24 2,Total,4462.0,2191.0,2271.0,4424.0,38.0,63.0,6233.42,0.7
4504,NR25 6,Total,5511.0,2568.0,2943.0,5148.0,363.0,84.0,3931.66,1.4
4505,NR25 7,Total,3367.0,1622.0,1745.0,3324.0,43.0,67.0,7887.72,0.4
4506,NR26 8,Total,8299.0,3877.0,4422.0,8090.0,209.0,106.0,1120.2,7.4
4507,NR27 0,Total,5250.0,2453.0,2797.0,5032.0,218.0,44.0,710.46,7.4
4508,NR27 9,Total,6483.0,3149.0,3334.0,6225.0,258.0,73.0,1636.71,4.0
4509,NR28 0,Total,9282.0,4477.0,4805.0,9138.0,144.0,86.0,4241.48,2.2
4510,NR28 9,Total,8250.0,3932.0,4318.0,8105.0,145.0,72.0,5411.93,1.5
4511,NR29 3,Total,6914.0,3387.0,3527.0,6880.0,34.0,98.0,6242.0,1.1
4512,NR29 4,Total,8411.0,4060.0,4351.0,8240.0,171.0,108.0,3247.06,2.6
4513,NR29 5,Total,4599.0,2292.0,2307.0,4509.0,90.0,40.0,4264.69,1.1
4514,NR3  1,Total,4742.0,2387.0,2355.0,4657.0,85.0,40.0,91.34,51.9
4515,NR3  2,Total,8834.0,4388.0,4446.0,8808.0,26.0,33.0,250.82,35.2
4516,NR3  3,Total,10413.0,5213.0,5200.0,10243.0,170.0,67.0,204.78,50.8
4517,NR3  4,Total,8982.0,4496.0,4486.0,8807.0,175.0,41.0,159.82,56.2
4518,NR30 1,Total,4431.0,2187.0,2244.0,4325.0,106.0,11.0,651.47,6.8
4519,NR30 2,Total,5565.0,2926.0,2639.0,5433.0,132.0,30.0,87.15,63.9
4520,NR30 3,Total,4419.0,2214.0,2205.0,4381.0,38.0,13.0,193.14,22.9
4521,NR30 4,Total,7210.0,3450.0,3760.0,7090.0,120.0,35.0,267.98,26.9
4522,NR30 5,Total,9076.0,4375.0,4701.0,9022.0,54.0,67.0,1072.66,8.5
4523,NR31 0,Total,7144.0,3586.0,3558.0,7115.0,29.0,40.0,316.54,22.6
4524,NR31 6,Total,8799.0,4275.0,4524.0,8641.0,158.0,79.0,214.49,41.0
4525,NR31 7,Total,11015.0,5367.0,5648.0,10943.0,72.0,70.0,262.98,41.9
4526,NR31 8,Total,13107.0,6395.0,6712.0,13046.0,61.0,88.0,939.94,13.9
4527,NR31 9,Total,9849.0,4876.0,4973.0,9801.0,48.0,95.0,2826.55,3.5
4528,NR32 1,Total,3922.0,1932.0,1990.0,3877.0,45.0,35.0,125.74,31.2
4529,NR32 2,Total,9238.0,4516.0,4722.0,9227.0,11.0,48.0,225.78,40.9
4530,NR32 3,Total,8222.0,4006.0,4216.0,8110.0,112.0,77.0,359.49,22.9
4531,NR32 4,Total,13267.0,6419.0,6848.0,13118.0,149.0,123.0,535.58,24.8
4532,NR32 5,Total,4008.0,2193.0,1815.0,3518.0,490.0,50.0,3520.07,1.1
4533,NR33 0,Total,8315.0,4092.0,4223.0,8009.0,306.0,79.0,213.01,39.0
4534,NR33 7,Total,9176.0,4411.0,4765.0,9128.0,48.0,91.0,879.28,10.4
4535,NR33 8,Total,13572.0,6592.0,6980.0,13462.0,110.0,138.0,1608.65,8.4
4536,NR33 9,Total,8404.0,4011.0,4393.0,8404.0,0.0,59.0,262.95,32.0
4537,NR34 0,Total,2235.0,1122.0,1113.0,2235.0,0.0,38.0,4377.64,0.5
4538,NR34 7,Total,7729.0,3758.0,3971.0,7729.0,0.0,97.0,7464.95,1.0
4539,NR34 8,Total,3002.0,1492.0,1510.0,2990.0,12.0,61.0,8175.13,0.4
4540,NR34 9,Total,9303.0,4439.0,4864.0,9175.0,128.0,81.0,786.65,11.8
4541,NR35 1,Total,5723.0,2767.0,2956.0,5586.0,137.0,59.0,3504.78,1.6
4542,NR35 2,Total,5171.0,2536.0,2635.0,5088.0,83.0,91.0,7470.32,0.7
4543,NR4  6,Total,8885.0,4262.0,4623.0,8881.0,4.0,181.0,1043.48,8.5
4544,NR4  7,Total,12637.0,5898.0,6739.0,9300.0,3337.0,281.0,1107.78,11.4
4545,NR5  0,Total,8438.0,4180.0,4258.0,8424.0,14.0,44.0,357.86,23.6
4546,NR5  8,Total,12837.0,6218.0,6619.0,12825.0,12.0,74.0,264.36,48.6
4547,NR5  9,Total,8013.0,3926.0,4087.0,7959.0,54.0,60.0,234.08,34.2
4548,NR6  5,Total,7104.0,3432.0,3672.0,6960.0,144.0,50.0,496.36,14.3
4549,NR6  6,Total,7506.0,3763.0,3743.0,7506.0,0.0,55.0,485.48,15.5
4550,NR6  7,Total,9298.0,4517.0,4781.0,9258.0,40.0,90.0,345.41,26.9
4551,NR7  0,Total,13532.0,6616.0,6916.0,13318.0,214.0,166.0,686.6,19.7
4552,NR7  8,Total,11040.0,5367.0,5673.0,10972.0,68.0,104.0,689.96,16.0
4553,NR7  9,Total,7239.0,3474.0,3765.0,7180.0,59.0,33.0,313.56,23.1
4554,NR8  5,Total,4605.0,2278.0,2327.0,4604.0,1.0,46.0,914.26,5.0
4555,NR8  6,Total,15881.0,7741.0,8140.0,15499.0,382.0,188.0,1930.81,8.2
4556,NR9  3,Total,7346.0,3510.0,3836.0,7262.0,84.0,129.0,2972.98,2.5
4557,NR9  4,Total,4677.0,2274.0,2403.0,4644.0,33.0,91.0,5991.9,0.8
4558,NR9  5,Total,4822.0,2388.0,2434.0,4718.0,104.0,99.0,7833.92,0.6
4559,NW1  0,Total,6902.0,3397.0,3505.0,6731.0,171.0,66.0,53.39,129.3
4560,NW1  1,Total,7612.0,3668.0,3944.0,7507.0,105.0,72.0,96.61,78.8
4561,NW1  2,Total,1874.0,896.0,978.0,1830.0,44.0,11.0,31.97,58.6
4562,NW1  3,Total,6985.0,3603.0,3382.0,6641.0,344.0,51.0,28.81,242.5
4563,NW1  4,Total,3045.0,1448.0,1597.0,2981.0,64.0,94.0,164.45,18.5
4564,NW1  5,Total,3068.0,1547.0,1521.0,2961.0,107.0,30.0,14.08,217.9
4565,NW1  6,Total,5546.0,2859.0,2687.0,5500.0,46.0,82.0,26.4,210.1
4566,NW1  7,Total,6486.0,3352.0,3134.0,6360.0,126.0,102.0,74.73,86.8
4567,NW1  8,Total,8474.0,4114.0,4360.0,8389.0,85.0,85.0,53.98,157.0
4568,NW1  9,Total,10347.0,5090.0,5257.0,9807.0,540.0,84.0,62.44,165.7
4569,NW10 0,Total,11063.0,5326.0,5737.0,11063.0,0.0,70.0,184.56,59.9
4570,NW10 1,Total,10006.0,5015.0,4991.0,9997.0,9.0,106.0,124.44,80.4
4571,NW10 2,Total,9068.0,4540.0,4528.0,9008.0,60.0,78.0,105.37,86.1
4572,NW10 3,Total,8483.0,4082.0,4401.0,8469.0,14.0,112.0,124.82,68.0
4573,NW10 4,Total,10100.0,5103.0,4997.0,10053.0,47.0,79.0,67.02,150.7
4574,NW10 5,Total,13687.0,6790.0,6897.0,13673.0,14.0,127.0,95.09,143.9
4575,NW10 6,Total,2729.0,1348.0,1381.0,2717.0,12.0,16.0,215.84,12.6
4576,NW10 7,Total,3606.0,1793.0,1813.0,3588.0,18.0,36.0,244.52,14.7
4577,NW10 8,Total,13236.0,6476.0,6760.0,13206.0,30.0,120.0,135.89,97.4
4578,NW10 9,Total,10019.0,4887.0,5132.0,10010.0,9.0,96.0,83.14,120.5
4579,NW11 0,Total,6691.0,3232.0,3459.0,6646.0,45.0,224.0,85.63,78.1
4580,NW11 6,Total,6367.0,2958.0,3409.0,6354.0,13.0,128.0,161.84,39.3
4581,NW11 7,Total,5285.0,2488.0,2797.0,5284.0,1.0,117.0,132.03,40.0
4582,NW11 8,Total,6889.0,3395.0,3494.0,6750.0,139.0,146.0,109.42,63.0
4583,NW11 9,Total,7452.0,3682.0,3770.0,7284.0,168.0,215.0,68.07,109.5
4584,NW2  1,Total,8799.0,4321.0,4478.0,8676.0,123.0,107.0,204.87,42.9
4585,NW2  2,Total,7460.0,3595.0,3865.0,7217.0,243.0,117.0,108.61,68.7
4586,NW2  3,Total,10316.0,5321.0,4995.0,10274.0,42.0,85.0,80.0,128.9
4587,NW2  4,Total,7841.0,4043.0,3798.0,7799.0,42.0,81.0,82.97,94.5
4588,NW2  5,Total,10054.0,5046.0,5008.0,10028.0,26.0,80.0,73.78,136.3
4589,NW2  6,Total,11527.0,5763.0,5764.0,11523.0,4.0,91.0,142.5,80.9
4590,NW2  7,Total,10971.0,5524.0,5447.0,10949.0,22.0,105.0,165.18,66.4
4591,NW3  1,Total,5050.0,2485.0,2565.0,4977.0,73.0,126.0,76.06,66.4
4592,NW3  2,Total,12990.0,6226.0,6764.0,12964.0,26.0,149.0,128.44,101.1
4593,NW3  3,Total,8166.0,3891.0,4275.0,8113.0,53.0,134.0,69.17,118.1
4594,NW3  4,Total,8626.0,4130.0,4496.0,8523.0,103.0,99.0,57.07,151.1
4595,NW3  5,Total,5388.0,2621.0,2767.0,5316.0,72.0,80.0,59.53,90.5
4596,NW3  6,Total,6067.0,2930.0,3137.0,5845.0,222.0,79.0,61.8,98.2
4597,NW3  7,Total,5604.0,2719.0,2885.0,5125.0,479.0,120.0,165.18,33.9
4598,NW4  1,Total,6515.0,3172.0,3343.0,6451.0,64.0,123.0,98.31,66.3
4599,NW4  2,Total,8335.0,4117.0,4218.0,8333.0,2.0,146.0,108.25,77.0
4600,NW4  3,Total,9180.0,4592.0,4588.0,9103.0,77.0,108.0,145.31,63.2
4601,NW4  4,Total,7902.0,3942.0,3960.0,7723.0,179.0,108.0,156.02,50.6
4602,NW5  1,Total,8703.0,4178.0,4525.0,8632.0,71.0,130.0,158.51,54.9
4603,NW5  2,Total,9675.0,4523.0,5152.0,9603.0,72.0,103.0,62.1,155.8
4604,NW5  3,Total,3842.0,1846.0,1996.0,3832.0,10.0,45.0,31.09,123.6
4605,NW5  4,Total,8905.0,4287.0,4618.0,8666.0,239.0,96.0,49.53,179.8
4606,NW6  1,Total,10868.0,5280.0,5588.0,10840.0,28.0,103.0,69.74,155.8
4607,NW6  2,Total,6295.0,3007.0,3288.0,6289.0,6.0,59.0,46.22,136.2
4608,NW6  3,Total,7403.0,3563.0,3840.0,7397.0,6.0,54.0,59.62,124.2
4609,NW6  4,Total,7181.0,3453.0,3728.0,7160.0,21.0,74.0,44.42,161.7
4610,NW6  5,Total,10843.0,5328.0,5515.0,10761.0,82.0,110.0,63.28,171.3
4611,NW6  6,Total,8575.0,4239.0,4336.0,8530.0,45.0,95.0,93.2,92.0
4612,NW6  7,Total,12738.0,6319.0,6419.0,12695.0,43.0,132.0,126.72,100.5
4613,NW7  1,Total,6383.0,2999.0,3384.0,6368.0,15.0,124.0,466.76,13.7
4614,NW7  2,Total,7478.0,3567.0,3911.0,7478.0,0.0,129.0,247.13,30.3
4615,NW7  3,Total,6211.0,3014.0,3197.0,6211.0,0.0,100.0,251.72,24.7
4616,NW7  4,Total,5598.0,2712.0,2886.0,5510.0,88.0,176.0,372.49,15.0
4617,NW8  0,Total,7591.0,3530.0,4061.0,7514.0,77.0,143.0,61.39,123.7
4618,NW8  6,Total,4270.0,1978.0,2292.0,4121.0,149.0,93.0,59.02,72.3
4619,NW8  7,Total,5147.0,2473.0,2674.0,5137.0,10.0,84.0,80.43,64.0
4620,NW8  8,Total,10635.0,5133.0,5502.0,10593.0,42.0,87.0,42.58,249.8
4621,NW8  9,Total,6710.0,3268.0,3442.0,6700.0,10.0,108.0,47.16,142.3
4622,NW9  0,Total,10434.0,5235.0,5199.0,10324.0,110.0,126.0,129.67,80.5
4623,NW9  5,Total,16169.0,7820.0,8349.0,15714.0,455.0,221.0,199.12,81.2
4624,NW9  6,Total,7588.0,3841.0,3747.0,7582.0,6.0,100.0,141.48,53.6
4625,NW9  7,Total,6393.0,3118.0,3275.0,6387.0,6.0,45.0,161.49,39.6
4626,NW9  8,Total,10019.0,5101.0,4918.0,9984.0,35.0,136.0,219.74,45.6
4627,NW9  9,Total,9942.0,4915.0,5027.0,9890.0,52.0,110.0,168.68,58.9
4628,OL1  2,Total,8465.0,4259.0,4206.0,8405.0,60.0,73.0,305.7,27.7
4629,OL1  3,Total,3686.0,1818.0,1868.0,3684.0,2.0,28.0,121.4,30.4
4630,OL1  4,Total,9329.0,4497.0,4832.0,9166.0,163.0,59.0,367.81,25.4
4631,OL10 1,Total,3418.0,1741.0,1677.0,3347.0,71.0,21.0,118.29,28.9
4632,OL10 2,Total,7205.0,3511.0,3694.0,7116.0,89.0,111.0,604.46,11.9
4633,OL10 3,Total,7947.0,3763.0,4184.0,7887.0,60.0,37.0,229.28,34.7
4634,OL10 4,Total,9224.0,4481.0,4743.0,9207.0,17.0,86.0,745.36,12.4
4635,OL11 1,Total,6705.0,3368.0,3337.0,6654.0,51.0,45.0,103.0,65.1
4636,OL11 2,Total,10601.0,5034.0,5567.0,10563.0,38.0,66.0,577.3,18.4
4637,OL11 3,Total,9313.0,4514.0,4799.0,9091.0,222.0,74.0,305.97,30.4
4638,OL11 4,Total,7025.0,3446.0,3579.0,6896.0,129.0,67.0,313.28,22.4
4639,OL11 5,Total,12168.0,6004.0,6164.0,12034.0,134.0,279.0,468.82,26.0
4640,OL12 0,Total,5407.0,2606.0,2801.0,5401.0,6.0,44.0,132.55,40.8
4641,OL12 6,Total,12152.0,6108.0,6044.0,11997.0,155.0,133.0,588.18,20.7
4642,OL12 7,Total,9936.0,4758.0,5178.0,9930.0,6.0,169.0,670.19,14.8
4643,OL12 8,Total,7500.0,3708.0,3792.0,7466.0,34.0,84.0,1813.93,4.1
4644,OL12 9,Total,10672.0,5402.0,5270.0,10227.0,445.0,103.0,1362.81,7.8
4645,OL13 0,Total,3834.0,1878.0,1956.0,3801.0,33.0,28.0,849.58,4.5
4646,OL13 8,Total,4440.0,2199.0,2241.0,4385.0,55.0,67.0,995.61,4.5
4647,OL13 9,Total,6825.0,3356.0,3469.0,6799.0,26.0,43.0,514.34,13.3
4648,OL14 5,Total,4630.0,2238.0,2392.0,4603.0,27.0,37.0,116.12,39.9
4649,OL14 6,Total,3619.0,1765.0,1854.0,3574.0,45.0,57.0,2293.76,1.6
4650,OL14 7,Total,3073.0,1493.0,1580.0,3006.0,67.0,40.0,1663.2,1.8
4651,OL14 8,Total,4159.0,1970.0,2189.0,4094.0,65.0,62.0,1099.06,3.8
4652,OL15 0,Total,3973.0,1876.0,2097.0,3833.0,140.0,36.0,1685.77,2.4
4653,OL15 8,Total,5463.0,2700.0,2763.0,5443.0,20.0,34.0,157.54,34.7
4654,OL15 9,Total,5025.0,2475.0,2550.0,4988.0,37.0,53.0,1053.72,4.8
4655,OL16 1,Total,445.0,259.0,186.0,387.0,58.0,1.0,44.44,10.0
4656,OL16 2,Total,10772.0,5428.0,5344.0,10723.0,49.0,50.0,318.94,33.8
4657,OL16 3,Total,8462.0,4130.0,4332.0,8413.0,49.0,97.0,1833.7,4.6
4658,OL16 4,Total,11684.0,5749.0,5935.0,11659.0,25.0,117.0,499.95,23.4
